,budget,cum_ww_gross,release_date,title,usa_gross
5134,"$1,000,000",$0,1/7/2014,Hidden Away,$0
5135,"$1,000,000",$0,10/4/2013,My Last Day Without You,$0
5136,"$1,000,000",$0,10/8/2013,Zombie Hunter,$0
5137,"$1,000,000",$0,12/31/2014,Doc Holliday's Revenge,$0
5138,"$1,000,000",$0,6/24/2014,A Fine Step,$0
5139,"$1,000,000",$0,2/10/2015,Fear Clinic,$0
5140,"$1,000,000",$0,3/10/2015,The Pet,$0
5141,"$1,000,000",$0,12/31/2014,Bang Bang Baby,$0
5142,"$1,000,000",$0,3/1/2016,1982,$0
5143,"$1,000,000",$0,10/27/2015,The Horror Network,$0
5144,"$1,000,000",$0,12/31/2016,Chemical Cut,$0
5145,"$1,000,000",$0,12/22/2015,Por amor en el caserio,$0
5146,"$989,000","$8,158",6/1/2007,And Then Came Love,"$8,158"
5147,"$950,000","$8,267,066",4/14/2006,Hard Candy,"$1,024,640"
5148,"$950,000","$814,666",9/27/2002,Charly,"$814,666"
5149,"$950,000","$78,122",1/10/2014,Banshee Chapter,$0
5150,"$950,000",$0,12/31/2010,Trance,$0
5151,"$950,000",$0,8/12/2014,Jesse,$0
5152,"$950,000",$0,3/3/2015,Ask Me Anything,$0
5153,"$930,000","$30,905",4/13/2012,L!fe Happens,"$30,905"
5154,"$916,000","$6,188,421",5/12/2017,Lowriders,"$6,179,955"
5155,"$913,000",$176,11/21/2014,Food Chains,$0
5156,"$910,000","$9,600,000",7/28/1954,On the Waterfront,"$9,600,000"
5157,"$900,000","$17,549,645",7/12/2013,Fruitvale Station,"$16,098,998"
5158,"$900,000","$9,097,072",4/1/2016,Meet the Blacks,"$9,097,072"
5159,"$900,000","$11,993,156",1/25/2008,"4 luni, 3 saptamani si 2 zile","$1,196,321"
5160,"$900,000","$958,978",8/26/2011,Circumstance,"$454,121"
5161,"$900,000","$381,420",8/25/2006,The Quiet,"$381,420"
5162,"$900,000","$7,396",4/27/2012,The Giant Mechanical Man,"$7,396"
5163,"$900,000","$413,733",4/5/2013,The Brass Teapot,"$6,997"
5164,"$900,000",$0,12/31/2014,40 Weeks,$0
5165,"$900,000",$0,5/5/2015,Le bonheur d'Elza,$0
5166,"$858,000","$268,000,000",8/13/1942,Bambi,"$102,797,000"
5167,"$850,000","$1,386,088",8/31/2012,"For a Good Time, Call","$1,251,749"
5168,"$850,000","$865,708",1/30/2004,Latter Days,"$833,118"
5169,"$850,000","$442,638",3/21/2008,The Hammer,"$442,638"
5170,"$850,000","$3,256",8/28/2015,Windsor Drive,"$3,256"
5171,"$850,000",$0,12/31/2012,Snitch,$0
5172,"$850,000",$0,12/31/2008,Harrison Montgomery,$0
5173,"$840,000","$3,787,689",8/3/2012,Celeste and Jesse Forever,"$3,103,407"
5174,"$825,000","$1,500,711",10/25/2002,Time Changer,"$1,500,711"
5175,"$825,000","$610,776",8/11/2009,London to Brighton,$0
5176,"$820,000","$16,909",12/31/2009,Crying With Laughter,$0
5177,"$800,000","$98,000,000",1/1/1971,Billy Jack,"$98,000,000"
5178,"$800,000","$24,426,169",12/30/2011,Jodaeiye Nader az Simin,"$7,098,492"
5179,"$800,000","$5,034,794",5/10/1996,Welcome to the Dollhouse,"$4,198,137"
5180,"$800,000","$2,900,578",3/28/2003,Raising Victor Vargas,"$2,073,984"
5181,"$800,000","$1,001,437",10/1/1993,Ruby in Paradise,"$1,001,437"
5182,"$800,000","$881,950",8/9/2002,Pandora's Box,"$881,950"
5183,"$800,000","$200,433",7/18/2007,Cama adentro,"$200,433"
5184,"$800,000","$371,647",3/10/2000,Deterrence,"$144,583"
5185,"$800,000","$62,544",5/7/2004,The Mudge Boy,"$62,544"
5186,"$800,000","$58,163",4/11/2003,The Young Unknowns,"$58,163"
5187,"$800,000","$2,194,020",6/19/2009,DÃ¸d snÃ¸,"$46,742"
5188,"$800,000","$35,688",9/19/2014,Not Cool,"$35,688"
5189,"$800,000","$462,206",2/3/2012,Kill List,"$29,063"
5190,"$800,000",$0,1/9/2015,Vessel,$0
5191,"$780,000","$1,310,470",8/6/2004,Saints and Soldiers,"$1,310,470"
5192,"$777,000","$140,000,000",8/11/1973,American Graffiti,"$115,000,000"
5193,"$775,000",$0,9/8/2006,Iraq for Sale: The War Profiteers,$0
5194,"$750,000","$7,712,436",9/9/2011,Kevin Hart: Laugh at My Pain,"$7,706,436"
5195,"$750,000","$5,520,368",4/13/2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,"$5,520,368"
5196,"$750,000","$4,422,318",6/8/2012,Safety Not Guaranteed,"$4,010,957"
5197,"$750,000","$1,011,535",2/3/2012,The Innkeepers,"$78,396"
5198,"$750,000","$89,609",8/29/2014,Il conformista,"$59,656"
5199,"$750,000","$47,329",11/15/2002,Interview with the Assassin,"$47,329"
5200,"$750,000","$229,250",7/1/2005,Undead,"$41,196"
5201,"$750,000","$814,801",1/23/2009,Donkey Punch,"$19,367"
5202,"$750,000","$1,960,521",10/11/2013,All the Boys Love Mandy Lane,$0
5203,"$750,000",$450,12/31/2014,Destiny,$0
5204,"$750,000",$0,4/7/2009,Bled,$0
5205,"$750,000",$0,1/5/2016,Adulterers,$0
5206,"$747,000","$44,566",6/25/1968,La mariÃ©e Ã©tait en noir ,"$44,566"
5207,"$730,000","$8,000,000",1/1/1952,High Noon,"$8,000,000"
5208,"$700,000","$11,768,371",10/14/1994,Hoop Dreams,"$7,768,371"
5209,"$700,000","$4,857,731",6/24/2005,Rize,"$3,278,611"
5210,"$700,000","$4,911,725",8/11/2006,Half Nelson,"$2,697,938"
5211,"$700,000","$1,140,965",9/7/2001,L.I.E.,"$1,140,965"
5212,"$700,000","$1,110,669",8/4/2017,Columbus,"$1,017,107"
5213,"$700,000","$10,508",10/8/1999,Naturally Native,"$10,508"
5214,"$700,000","$1,160",1/26/2010,B-Girl,$0
5215,"$700,000",$0,3/13/2015,Walter,$0
5216,"$672,000","$10,000,650",4/7/1933,King Kong,"$10,000,000"
5217,"$658,000","$23,800,000",4/10/1953,House of Wax,"$23,800,000"
5218,"$650,000","$2,301,777",6/19/1998,Hav Plenty,"$2,301,777"
5219,"$650,000","$171,962",10/11/2013,Escape from Tomorrow,"$171,962"
5220,"$650,000",$0,12/31/2012,After,$0
5221,"$650,000",$0,12/31/2014,The Hadza: Last of the First,$0
5222,"$640,000","$14,812",12/31/2009,Starsuckers,$0
5223,"$625,000",$0,12/31/2013,Treachery,$0
5224,"$609,000","$3,202,000",9/6/1935,Top Hat,"$1,782,000"
5225,"$600,000","$248,300,000",7/14/1999,The Blair Witch Project,"$140,539,099"
5226,"$600,000","$34,505,110",3/26/1970,Woodstock,"$34,505,110"
5227,"$600,000","$20,000,000",8/10/1977,The Kentucky Fried Movie,"$15,000,000"
5228,"$600,000","$4,300,000",5/10/1967,Per qualche dollaro in piÃ¹,"$4,300,000"
5229,"$600,000","$173,599",10/31/2000,Mercy Streets,"$173,599"
5230,"$600,000","$42,557",5/2/2014,Water & Power,"$42,557"
5231,"$600,000","$23,616",10/19/2007,Arnolds Park,"$23,616"
5232,"$600,000","$85,343",7/2/1999,Broken Vessels,"$15,030"
5233,"$600,000","$3,301",5/22/2015,Drunk Wedding,"$3,301"
5234,"$600,000","$7,943",3/4/2016,They Will Have to Kill Us First,$0
5235,"$600,000",$0,8/23/2002,Crop Circles: Quest for Truth,$0
5236,"$600,000",$0,8/8/2014,The Maid's Room,$0
5237,"$600,000",$0,12/31/2014,Light from the Darkroom,$0
5238,"$600,000",$0,2/24/2015,Irreplaceable,$0
5239,"$560,000","$1,626,784",8/11/1964,A Hard Day's Night,"$1,537,860"
5240,"$560,000","$3,709",7/29/2011,The Harvest/La Cosecha,"$3,709"
5241,"$560,000","$8,462",12/31/2015,Julija in alfa Romeo,$0
5242,"$558,000","$900,000",12/31/1931,Mata Hari,"$900,000"
5243,"$550,000","$59,754,601",5/9/1980,Friday the 13th,"$39,754,601"
5244,"$550,000","$5,269,990",4/27/1984,Love Letters,"$5,269,990"
5245,"$550,000","$9,111",9/12/2014,Faith Connections,"$9,111"
5246,"$546,173",$0,3/6/2012,High Road,$0
5247,"$500,000","$33,473,297",9/26/2008,Fireproof,"$33,456,317"
5248,"$500,000","$31,559,560",11/15/1974,Benji,"$31,559,560"
5249,"$500,000","$55,518,641",8/6/2004,Open Water,"$30,500,882"
5250,"$500,000","$17,000,000",1/1/1977,Kingdom of the Spiders,"$17,000,000"
5251,"$500,000","$9,387,581",5/13/2005,Mad Hot Ballroom,"$8,117,961"
5252,"$500,000","$9,470,209",10/3/2003,The Station Agent,"$5,801,558"
5253,"$500,000","$3,824,868",1/22/2010,To Save a Life,"$3,777,210"
5254,"$500,000","$3,177,636",6/16/2006,Wordplay,"$3,121,270"
5255,"$500,000","$2,047,570",10/22/1999,Beyond the Mat,"$2,047,570"
5256,"$500,000","$1,250,798",2/1/2002,The Singles Ward,"$1,250,798"
5257,"$500,000","$1,131,261",7/8/2011,Sholem Aleichem: Laughing in the Darkness,"$1,131,261"
5258,"$500,000","$1,971,479",1/30/2004,Osama,"$1,127,331"
5259,"$500,000","$1,167,524",6/9/2000,Groove,"$1,115,313"
5260,"$500,000","$1,111,615",1/31/2003,The R.M.,"$1,111,615"
5261,"$500,000","$1,027,228",7/30/1999,Twin Falls Idaho,"$985,341"
5262,"$500,000","$1,348,750",8/20/2004,Mean Creek,"$603,951"
5263,"$500,000","$407,100",8/23/2013,Drinking Buddies,"$343,706"
5264,"$500,000","$367,582",2/13/1998,Hurricane Streets,"$334,041"
5265,"$500,000","$308,793",7/12/2002,Never Again,"$307,631"
5266,"$500,000","$271,736",11/19/1956,Shichinin no samurai,"$271,736"
5267,"$500,000","$254,293",8/29/2003,Civil Brand,"$254,293"
5268,"$500,000","$5,639,730",10/29/2010,Monsters,"$237,301"
5269,"$500,000","$602,789",3/24/2006,Lonesome Jim,"$154,187"
5270,"$500,000","$152,449",4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$152,449"
5271,"$500,000","$314,444",9/28/2012,The Other Dream Team,"$134,109"
5272,"$500,000","$271,893",12/11/2015,O Menino e o Mundo,"$129,479"
5273,"$500,000","$680,914",4/1/2011,Rubber,"$100,370"
5274,"$500,000","$55,000",1/1/1991,Johnny Suede,"$55,000"
5275,"$500,000","$53,201",10/5/2007,Finishing the Game,"$52,850"
5276,"$500,000","$32,033",4/18/2008,Kiss the Bride,"$32,033"
5277,"$500,000","$19,800",7/11/2003,The Journey,"$19,800"
5278,"$500,000","$44,793,168",4/23/2009,Home,"$15,433"
5279,"$500,000","$13,134",1/10/2003,The Slaughter Rule,"$13,134"
5280,"$500,000","$12,232",5/14/2010,The Living Wake,"$12,232"
5281,"$500,000","$77,121",2/27/2009,Scott Walker: 30 Century Man,"$6,840"
5282,"$500,000","$4,134",10/21/2005,The Californians,"$4,134"
5283,"$500,000","$1,822",9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,"$1,822"
5284,"$500,000","$1,778",6/28/2013,Detention of the Dead,"$1,778"
5285,"$500,000",$528,5/11/2018,Higher Power,$528
5286,"$500,000","$3,000,000",12/31/2006,Feng kuang de shi tou,$0
5287,"$500,000","$2,141,436",1/8/2013,Now is Good,$0
5288,"$500,000","$7,890",11/2/2001,Everything Put Together,$0
5289,"$500,000",$0,12/31/2010,Drones,$0
5290,"$500,000",$0,4/3/2012,Enter Nowhere,$0
5291,"$500,000",$0,7/17/2012,Girls Gone Dead,$0
5292,"$500,000",$0,12/31/2005,Insomnia Manica,$0
5293,"$500,000",$0,12/31/2014,America Is Still The Place,$0
5294,"$500,000",$0,7/24/2015,The Outrageous Sophie Tucker,$0
5295,"$500,000",$0,3/10/2015,Subconscious,$0
5296,"$500,000",$0,4/14/2015,Roadside,$0
5297,"$500,000",$0,12/31/2014,Diamond Rufff,$0
5298,"$500,000",$0,2/10/2015,Love in the Time of Monsters,$0
5299,"$500,000",$0,12/31/2012,El rey de Najayo,$0
5300,"$500,000",$0,12/31/2015,Fight to the Finish,$0
5301,"$500,000",$0,12/31/2013,Bucky and the Squirrels,$0
5302,"$500,000",$0,12/31/1990,Going Under,$0
5303,"$500,000",$0,6/23/2015,Crossroads,$0
5304,"$500,000",$0,8/11/2015,Alleluia! The Devil's Carnival,$0
5305,"$500,000",$0,12/1/2015,Brooklyn Bizarre,$0
5306,"$500,000",$0,12/31/2016,Crabs!,$0
5307,"$500,000",$0,12/31/2014,The Sound and the Shadow,$0
5308,"$500,000",$0,12/31/2015,Rodeo Girl,$0
5309,"$500,000",$0,11/10/2015,The Little Ponderosa Zoo,$0
5310,"$475,000",$0,12/31/1984,The Toxic Avenger,$0
5311,"$450,000","$194,183,034",9/25/2009,Paranormal Activity,"$107,918,810"
5312,"$450,000","$2,712,293",1/1/1991,Straight out of Brooklyn,"$2,712,293"
5313,"$450,000","$4,243,996",3/31/2006,Brick,"$2,075,743"
5314,"$450,000","$450,349",8/22/1997,Sunday,"$410,919"
5315,"$450,000","$1,297,745",8/11/2006,Conversations with Other Women,"$379,418"
5316,"$450,000","$42,503",11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,"$41,260"
5317,"$450,000","$22,623",5/9/2008,Poultrygeist: Night of the Chicken Dead,"$13,804"
5318,"$450,000","$13,486",7/11/2014,As It Is in Heaven,"$13,486"
5319,"$450,000",$0,7/1/2014,Mutual Friends,$0
5320,"$450,000",$0,12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,$0
5321,"$439,000","$2,281,000",3/9/1933,42nd Street,"$1,438,000"
5322,"$430,000","$2,938,000",8/3/1990,Metropolitan,"$2,938,000"
5323,"$425,000","$12,604",1/21/2005,Gory Gory Hallelujah,"$12,604"
5324,"$420,000","$437,002",4/25/2014,Blue Ruin,"$258,384"
5325,"$400,000","$46,122,713",6/11/2004,Napoleon Dynamite,"$44,540,956"
5326,"$400,000","$5,028,948",5/10/1975,Monty Python and the Holy Grail,"$3,427,696"
5327,"$400,000","$2,797,199",8/2/2006,Quinceanera,"$1,692,693"
5328,"$400,000","$1,600,566",4/26/2002,Dogtown and Z-Boys,"$1,293,295"
5329,"$400,000","$655,538",10/24/2008,Heroes,"$655,538"
5330,"$400,000","$1,162,014",10/6/2004,Tarnation,"$592,014"
5331,"$400,000","$433,588",10/15/2010,I Want Your Money,"$433,588"
5332,"$400,000","$126,387",1/1/1983,E tu vivrai nel terrore - L'aldilÃ ,"$126,387"
5333,"$400,000","$89,134",5/16/1980,Home Movies,"$89,134"
5334,"$400,000","$44,452",7/27/2001,Jackpot,"$44,452"
5335,"$400,000","$31,425",12/10/2004,Fabled,"$31,425"
5336,"$400,000",$423,10/13/2005,The Dark Hours,$423
5337,"$400,000","$9,400",3/31/2015,Viskningar och rop,$0
5338,"$400,000",$0,4/1/1986,My Beautiful Laundrette,$0
5339,"$400,000",$0,11/4/2005,Show Me,$0
5340,"$400,000",$0,12/31/2014,Pancakes,$0
5341,"$385,907",$0,9/5/1916,Intolerance,$0
5342,"$379,000","$4,358,000",2/1/1929,The Broadway Melody,"$2,800,000"
5343,"$375,000","$29,400,000",4/15/1983,The Evil Dead,"$2,400,000"
5344,"$375,000","$617,172",5/21/1999,Trekkies,"$617,172"
5345,"$350,000","$10,000,000",1/1/1980,Maniac,"$10,000,000"
5346,"$350,000","$4,000,000",1/1/1987,American Ninja 2: The Confrontation,"$4,000,000"
5347,"$350,000","$1,772,979",7/8/2005,Murderball,"$1,531,154"
5348,"$350,000","$310,891",9/1/2010,My Dog Tulip,"$246,574"
5349,"$350,000","$84,689",10/18/2006,51 Birch Street,"$84,689"
5350,"$350,000","$9,118",11/15/2002,Revolution#9,"$9,118"
5351,"$350,000",$0,4/10/2009,Royal Kill,$0
5352,"$350,000",$0,10/20/2015,Rotor DR1,$0
5353,"$340,000",$0,4/13/1957,12 Angry Men,$0
5354,"$325,000","$70,000,000",10/17/1978,Halloween,"$47,000,000"
5355,"$325,000","$2,500,000",1/1/1934,It Happened One Night,"$2,500,000"
5356,"$323,000","$1,373,407",6/25/2010,Kynodontas,"$110,248"
5357,"$312,000","$1,788,168",11/24/1999,Tumbleweeds,"$1,350,248"
5358,"$300,000","$7,808,524",11/14/2003,Tupac Resurrection,"$7,718,961"
5359,"$300,000","$2,652,515",3/10/2000,God's Army,"$2,637,726"
5360,"$300,000","$3,571,253",10/17/2003,Pieces of April,"$2,528,664"
5361,"$300,000","$2,525,984",9/20/1996,When The Cat's Away,"$1,652,472"
5362,"$300,000","$1,416,046",12/10/2008,Wendy and Lucy,"$865,695"
5363,"$300,000","$373,615",9/11/1998,Let's Talk About Sex,"$373,615"
5364,"$300,000","$399,908",8/25/2006,Old Joy,"$255,923"
5365,"$300,000","$87,264",7/15/2005,First Morning,"$87,264"
5366,"$300,000","$70,807",6/15/2007,Pierrot le fou,"$70,807"
5367,"$300,000","$42,735",3/5/1997,The Watermelon Woman,"$42,735"
5368,"$300,000","$39,475",3/11/2011,3 Backyards,"$39,475"
5369,"$300,000","$33,312",4/12/2006,Sisters in Law,"$33,312"
5370,"$300,000","$17,241",11/9/2012,Nothing But a Man,"$17,241"
5371,"$300,000","$2,066,892",7/19/2002,Ayurveda: Art of Being,"$16,892"
5372,"$300,000","$10,876",8/7/1998,"First Love, Last Rites","$10,876"
5373,"$300,000","$10,514",5/6/2005,Fighting Tommy Riley,"$10,514"
5374,"$300,000","$3,496",3/28/2014,Locker 13,"$3,496"
5375,"$300,000","$1,711",10/23/2015,The Looking Glass,"$1,711"
5376,"$300,000",$0,4/1/1975,Death Race 2000,$0
5377,"$300,000",$0,7/3/2012,Some Guy Who Kills People,$0
5378,"$300,000",$0,8/7/2013,Midnight Cabaret,$0
5379,"$300,000",$0,10/31/2014,All You Need Is Love,$0
5380,"$300,000",$0,3/10/2015,Teeth and Blood,$0
5381,"$300,000",$0,12/31/2015,Walking to Paris,$0
5382,"$300,000",$0,12/31/2010,Anderson's Cross,$0
5383,"$300,000",$0,12/8/2015,Amidst the Devil's Wings,$0
5384,"$290,000",$0,12/31/2010,Death Calls,$0
5385,"$270,000","$830,700",8/17/2012,Compliance,"$319,285"
5386,"$250,000","$23,894,000",5/1/1981,Graduation Day,"$23,894,000"
5387,"$250,000","$15,155,095",4/4/1997,Chasing Amy,"$12,006,514"
5388,"$250,000","$4,613,482",6/28/2002,Lovely and Amazing,"$4,210,379"
5389,"$250,000","$3,934,450",4/28/2017,Sleight,"$3,930,990"
5390,"$250,000","$3,809,226",4/11/2003,Better Luck Tomorrow,"$3,802,390"
5391,"$250,000","$3,728,400",10/28/2011,Like Crazy,"$3,395,391"
5392,"$250,000","$2,477,155",6/16/1995,The Incredibly True Adventure of Two Girls in Love,"$2,210,408"
5393,"$250,000","$1,157,672",7/14/2000,Chuck&Buck,"$1,055,671"
5394,"$250,000","$1,366,235",3/16/2001,American Desi,"$902,835"
5395,"$250,000","$8,969,065",9/11/1998,Cube,"$489,220"
5396,"$250,000","$743,216",3/28/1997,Love and Other Catastrophes,"$212,285"
5397,"$250,000","$203,134",8/28/1998,I Married a Strange Person,"$203,134"
5398,"$250,000","$191,862",7/22/2005,November,"$191,862"
5399,"$250,000","$178,095",9/17/1999,Sugar Town,"$178,095"
5400,"$250,000","$67,665",3/28/2008,Happy Valley,"$67,665"
5401,"$250,000","$62,375",8/2/2013,The Canyons,"$59,671"
5402,"$250,000","$51,540",6/28/2006,The Motel,"$51,540"
5403,"$250,000","$237,816",7/15/2005,On the Outs,"$49,772"
5404,"$250,000","$284,174",12/14/2007,Shotgun Stories,"$46,026"
5405,"$250,000","$18,823",6/6/2014,Test,"$18,823"
5406,"$250,000","$20,628",1/8/1999,The Sticky Fingers of Time,"$18,195"
5407,"$250,000","$12,848",8/15/2014,Night Lights,"$12,848"
5408,"$250,000","$3,234",3/24/2015,Along the Roadside,$0
5409,"$250,000",$0,10/21/2008,Sunday School Musical,$0
5410,"$250,000",$0,10/5/2010,Rust,$0
5411,"$250,000",$0,12/31/2010,The Christmas Bunny,$0
5412,"$250,000",$0,11/10/2009,Ink,$0
5413,"$250,000",$0,12/18/2012,The Frozen,$0
5414,"$250,000",$0,4/11/2014,Jesus People,$0
5415,"$250,000",$0,12/31/2010,Butterfly,$0
5416,"$250,000",$0,2/3/2015,UnDivided,$0
5417,"$250,000",$0,12/31/2014,Horse Camp,$0
5418,"$250,000",$0,2/24/2015,Give Me Shelter,$0
5419,"$250,000",$0,12/31/2011,Rock the House,$0
5420,"$250,000",$0,12/31/2015,Shooting the Warwicks,$0
5421,"$250,000",$0,8/18/2015,The Love Letter,$0
5422,"$250,000",$0,10/9/2015,Western Religion,$0
5423,"$250,000",$0,12/31/2015,4/11,$0
5424,"$245,000","$22,000,000",11/19/1925,The Big Parade,"$11,000,000"
5425,"$240,000","$7,484",10/31/2008,Little Big Top,"$7,484"
5426,"$230,000","$2,703,762",10/9/2009,Bronson,"$104,979"
5427,"$225,000","$1,109,276",7/20/2012,Burn,"$1,109,276"
5428,"$225,000","$1,032,075",9/15/2000,Urbania,"$1,032,075"
5429,"$210,000","$5,000,000",6/13/1953,"The Beast from 20,000 Fathoms","$5,000,000"
5430,"$200,000","$25,000,000",7/25/1969,The Stewardesses,"$13,500,000"
5431,"$200,000","$99,750,000",3/21/1980,Mad Max,"$8,750,000"
5432,"$200,000","$8,000,000",12/24/1916,"20,000 Leagues Under the Sea","$8,000,000"
5433,"$200,000","$6,618,578",10/18/1996,Swingers,"$4,505,922"
5434,"$200,000","$3,516,248",1/18/1967,Per un pugno di dollari,"$3,500,000"
5435,"$200,000","$2,430,735",2/25/2011,The Grace Card,"$2,430,735"
5436,"$200,000","$2,000,000",2/9/1933,She Done Him Wrong,"$2,000,000"
5437,"$200,000","$1,161,843",2/11/2000,Trois,"$1,161,843"
5438,"$200,000","$1,165,996",6/19/2015,The Overnight,"$1,109,808"
5439,"$200,000","$439,651",10/22/2004,Short Cut to Nirvana: Kumbh Mela,"$381,225"
5440,"$200,000","$236,806",10/12/2012,Middle of Nowhere,"$236,806"
5441,"$200,000","$212,989",10/10/2008,Call+Response,"$212,989"
5442,"$200,000","$174,682",5/10/2002,The Business of Fancy Dancing,"$174,682"
5443,"$200,000","$162,605",5/10/2002,Hybrid,"$162,605"
5444,"$200,000","$140,016",6/13/2008,Baghead,"$140,016"
5445,"$200,000","$346,106",9/10/2004,Malevolence,"$126,021"
5446,"$200,000","$44,701",9/9/2005,Side Effects,"$44,701"
5447,"$200,000","$52,443",10/10/2008,Good Dick,"$28,835"
5448,"$200,000","$7,033",7/21/2006,The Case of the Grinning Cat,"$7,033"
5449,"$200,000","$6,260",1/7/2005,Solitude,"$6,260"
5450,"$200,000","$3,648",3/14/2014,The Word,"$3,648"
5451,"$200,000","$1,217",6/15/2007,The Trials of Darryl Hunt,"$1,217"
5452,"$200,000",$0,10/19/2007,The Man From Earth,$0
5453,"$200,000",$0,12/31/2004,Samantha: An American Girl Holiday,$0
5454,"$200,000",$0,1/17/2008,Yesterday Was a Lie,$0
5455,"$200,000",$0,9/12/2014,Archaeology of a Woman,$0
5456,"$200,000",$0,8/26/2014,Sanctuary; Quite a Conundrum,$0
5457,"$200,000",$0,9/29/2015,Theresa Is a Mother,$0
5458,"$200,000",$0,11/10/2015,Perfect Cowboy,$0
5459,"$200,000",$0,12/31/2014,H.,$0
5460,"$190,000","$1,577,585",9/23/2011,Weekend,"$484,592"
5461,"$180,000","$1,628,579",1/22/1999,Bacheha-Ye aseman,"$933,933"
5462,"$180,000","$17,503",2/27/2015,Butterfly Girl,"$17,503"
5463,"$180,000",$0,6/16/2017,Arrowhead,$0
5464,"$175,000","$7,137,502",8/8/1986,She's Gotta Have It,"$7,137,502"
5465,"$175,000","$2,102,779",7/22/2011,Another Earth,"$1,321,194"
5466,"$175,000","$2,602",8/23/2013,Sparrows Dance,"$2,602"
5467,"$175,000",$0,9/4/2015,Heroes of Dirt,$0
5468,"$170,000","$169,242",6/3/2016,The Fits,"$166,425"
5469,"$170,000","$14,000",6/30/1979,Dolphin,"$14,000"
5470,"$168,000","$29,827",12/31/2015,Lumea e a mea,$0
5471,"$160,000","$156,612",9/11/2009,The Horse Boy,"$156,612"
5472,"$160,000","$32,092",3/1/2002,The Calling,"$32,092"
5473,"$150,000","$15,200,000",1/1/1971,Sweet Sweetback's Baad Asssss Song,"$15,200,000"
5474,"$150,000","$23,324,057",5/16/2007,Once,"$9,445,857"
5475,"$150,000","$3,270,128",7/19/2002,Tadpole,"$2,891,288"
5476,"$150,000","$110,719",6/23/2000,The Woman Chaser,"$110,719"
5477,"$150,000","$7,193",4/17/2015,Antarctic Edge: 70Âº South,"$7,193"
5478,"$150,000","$5,858",8/21/2015,Top Spin,"$5,858"
5479,"$150,000","$32,927",12/31/2013,Speak No Evil,$0
5480,"$150,000",$0,10/6/2009,A Charlie Brown Christmas,$0
5481,"$150,000",$0,5/3/2013,Aroused,$0
5482,"$150,000",$0,12/31/2015,Escaping the Holocost,$0
5483,"$140,000","$26,572,439",10/18/1974,The Texas Chainsaw Massacre,"$26,572,439"
5484,"$140,000","$6,706,368",12/20/1989,Roger & Me,"$6,706,368"
5485,"$135,000","$429,448",4/27/2012,Sound of My Voice,"$408,015"
5486,"$134,000","$8,000,000",11/16/1942,Cat People,"$4,000,000"
5487,"$125,000",$0,7/18/2014,An American in Hollywood,$0
5488,"$125,000",$0,8/11/2015,The Brain That Sings,$0
5489,"$125,000",$0,12/31/2015,Romantic Schemer,$0
5490,"$120,000","$3,090,593",6/15/2012,Your Sister's Sister,"$1,597,486"
5491,"$120,000",$0,6/30/2006,The Blood of My Brother: A Story of Death in Iraq,$0
5492,"$120,000",$0,12/31/2007,A Dog's Breakfast,$0
5493,"$120,000",$0,5/24/2016,Une Femme MariÃ©e,$0
5494,"$114,000","$30,087,064",10/1/1968,Night of the Living Dead,"$12,087,064"
5495,"$110,000","$11,000,000",2/8/1915,The Birth of a Nation,"$10,000,000"
